2026-04-28 19:33:16 | piraksha.main                  | INFO     | ============================================================
2026-04-28 19:33:16 | piraksha.main                  | INFO     |   PIRAKSHA API  —  Starting up
2026-04-28 19:33:16 | piraksha.main                  | INFO     | ============================================================
2026-04-28 19:34:20 | piraksha.deepfake_service      | WARNING  | Deepfake model not loaded: File not found: filepath=C:\Users\Hp\OneDrive\Desktop\Hacathons\GSC 2026\backend\cnn_lstm_new_model.keras. Please ensure the file is an accessible `.keras` zip file.
2026-04-28 19:34:20 | piraksha.main                  | WARNING  | Deepfake model not available (TF/OpenCV missing or model file absent).
2026-04-28 19:34:20 | piraksha.main                  | INFO     | Docs available at: http://127.0.0.1:8000/docs
2026-04-28 19:34:20 | piraksha.main                  | INFO     | PIRAKSHA API is ready.
2026-04-28 19:45:49 | piraksha.main                  | INFO     | ============================================================
2026-04-28 19:45:49 | piraksha.main                  | INFO     |   PIRAKSHA API  —  Starting up
2026-04-28 19:45:49 | piraksha.main                  | INFO     | ============================================================
2026-04-28 19:45:59 | piraksha.deepfake_service      | WARNING  | Deepfake model not loaded: File not found: filepath=C:\Users\Hp\OneDrive\Desktop\Hacathons\GSC 2026\backend\cnn_lstm_new_model.keras. Please ensure the file is an accessible `.keras` zip file.
2026-04-28 19:45:59 | piraksha.main                  | WARNING  | Deepfake model not available (TF/OpenCV missing or model file absent).
2026-04-28 19:45:59 | piraksha.main                  | INFO     | Docs available at: http://127.0.0.1:8000/docs
2026-04-28 19:45:59 | piraksha.main                  | INFO     | PIRAKSHA API is ready.
2026-04-28 19:46:48 | piraksha.routes.auth           | INFO     | User logged in: testing@gmail.com
2026-04-28 19:46:49 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:46:49 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:46:50 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:46:50 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:47:01 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:47:01 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:47:05 | piraksha.routes.telegram       | INFO     | Telegram monitor start requested by testing@gmail.com
2026-04-28 19:47:08 | piraksha.telegram_service      | INFO     | Telegram Monitor started
2026-04-28 19:47:10 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:47:10 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:47:11 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:47:11 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:47:20 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:47:20 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:47:21 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:47:21 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:47:22 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:47:22 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:48:08 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:48:08 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:48:08 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:48:08 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:48:58 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:48:58 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:48:59 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:48:59 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:49:06 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:49:06 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:49:07 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:49:07 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
2026-04-28 19:49:16 | piraksha.analytics_service     | INFO     | Dashboard metrics generated and stored
2026-04-28 19:49:16 | piraksha.routes.analytics      | INFO     | Dashboard metrics fetched by testing@gmail.com
